Batch ID,Production Line,Units Produced,Electricity (kWh),Fuel (L),Raw Material Transportation (kg),Product Transportation (kg),Waste (kg),Packaging (kg),Electricity CO2 (kg),Fuel CO2 (kg),Raw Material Transport CO2 (kg),Product Transport CO2 (kg),Waste CO2 (kg),Packaging CO2 (kg),Total CO2 (kg),Projected Electricity CO2 (kg),Projected Fuel CO2 (kg),Projected Waste CO2 (kg),Projected Product Transport CO2 (kg),Projected Total CO2 (kg)
B0316,Line B,3972,2432.71,474.84,353.3,551.75,142.6,296.07,1094.72,1272.57,63.59,88.28,156.86,103.62,2779.65,930.51,1145.31,125.49,79.45,2447.97
B0317,Line B,3469,1460.35,739.12,242.4,199.79,35.98,268.73,657.16,1980.84,43.63,31.97,39.58,94.06,2847.23,558.58,1782.76,31.66,28.77,2539.46
B0318,Line B,3528,2003.94,569.51,213.19,306.32,109.84,87.01,901.77,1526.29,38.37,49.01,120.82,30.45,2666.72,766.51,1373.66,96.66,44.11,2349.76
B0319,Line B,3181,2366.24,448.92,154.18,268.82,146.02,165.23,1064.81,1203.11,27.75,43.01,160.62,57.83,2557.13,905.09,1082.8,128.5,38.71,2240.68
B0320,Line B,4129,2993.34,665.65,282.39,495.15,132.68,157.74,1347.0,1783.94,50.83,79.22,145.95,55.21,3462.16,1144.95,1605.55,116.76,71.3,3044.6
B0321,Line A,4725,1735.35,719.8,345.18,421.26,220.24,205.87,780.91,1929.06,62.13,67.4,242.26,72.05,3153.82,663.77,1736.16,193.81,60.66,2788.58
B0322,Line C,3567,1483.61,664.28,335.53,236.62,77.23,109.79,667.62,1780.27,60.4,37.86,84.95,38.43,2669.53,567.48,1602.24,67.96,34.07,2370.58
B0323,Line B,1886,759.48,225.47,174.74,218.04,95.54,103.13,341.77,604.26,31.45,34.89,105.09,36.1,1153.55,290.5,543.83,84.08,31.4,1017.36
B0324,Line C,4276,2738.32,553.43,195.02,596.85,168.57,331.3,1232.24,1483.19,35.1,95.5,185.43,115.96,3147.42,1047.41,1334.87,148.34,85.95,2767.63
B0325,Line C,3366,2279.17,690.61,241.08,309.79,69.13,168.92,1025.63,1850.83,43.39,49.57,76.04,59.12,3104.59,871.78,1665.75,60.83,44.61,2745.48
B0326,Line B,3863,1681.97,820.9,210.7,249.35,84.35,96.48,756.89,2200.01,37.93,39.9,92.78,33.77,3161.27,643.35,1980.01,74.23,35.91,2805.2
B0327,Line A,4624,2554.03,947.73,242.97,331.24,191.44,264.49,1149.31,2539.92,43.73,53.0,210.58,92.57,4089.12,976.92,2285.92,168.47,47.7,3615.31
B0328,Line B,648,444.71,89.89,68.81,49.33,33.37,26.19,200.12,240.91,12.39,7.89,36.71,9.17,507.18,170.1,216.81,29.37,7.1,444.94
B0329,Line A,4350,2797.57,823.24,188.59,361.0,133.9,310.4,1258.91,2206.28,33.95,57.76,147.29,108.64,3812.83,1070.07,1985.65,117.83,51.98,3368.12
B0330,Line C,2558,1450.12,375.23,188.1,308.77,58.62,117.87,652.55,1005.62,33.86,49.4,64.48,41.25,1847.17,554.67,905.05,51.59,44.46,1630.88
B0331,Line A,1636,958.92,244.84,87.45,189.95,87.28,51.65,431.51,656.17,15.74,30.39,96.01,18.08,1247.9,366.79,590.55,76.81,27.35,1095.32
B0332,Line A,686,379.59,74.54,75.7,86.83,29.82,21.59,170.82,199.77,13.63,13.89,32.8,7.56,438.46,145.19,179.79,26.24,12.5,384.91
B0333,Line A,3354,1573.09,545.89,283.63,301.44,108.68,221.79,707.89,1462.99,51.05,48.23,119.55,77.63,2467.33,601.71,1316.69,95.64,43.41,2186.13
B0334,Line C,1750,1008.02,185.6,102.39,246.12,60.19,62.89,453.61,497.41,18.43,39.38,66.21,22.01,1097.05,385.57,447.67,52.97,35.44,962.09
B0335,Line C,1833,1146.64,231.73,147.0,132.8,37.05,121.04,515.99,621.04,26.46,21.25,40.76,42.36,1267.85,438.59,558.93,32.6,19.12,1118.06
B0336,Line A,4693,3281.95,937.21,462.35,476.78,194.01,151.83,1476.88,2511.72,83.22,76.28,213.41,53.14,4414.66,1255.35,2260.55,170.73,68.66,3891.65
B0337,Line A,4650,2811.0,506.81,542.42,642.18,129.91,182.75,1264.95,1358.25,97.64,102.75,142.9,63.96,3030.45,1075.21,1222.43,114.32,92.47,2666.03
B0338,Line B,3211,2101.43,288.87,185.07,224.18,191.96,153.9,945.64,774.17,33.31,35.87,211.16,53.86,2054.02,803.8,696.75,168.92,32.28,1788.92
B0339,Line A,2285,946.06,204.88,253.39,141.86,77.71,175.01,425.73,549.08,45.61,22.7,85.48,61.25,1189.85,361.87,494.17,68.38,20.43,1051.71
B0340,Line B,1250,668.28,264.64,143.43,184.01,42.87,94.88,300.73,709.24,25.82,29.44,47.16,33.21,1145.59,255.62,638.31,37.73,26.5,1017.19
B0341,Line A,2262,800.14,341.49,256.32,198.43,86.62,73.32,360.06,915.19,46.14,31.75,95.28,25.66,1474.09,306.05,823.67,76.23,28.57,1306.32
B0342,Line B,4420,1983.13,606.94,401.48,553.5,246.8,183.4,892.41,1626.6,72.27,88.56,271.48,64.19,3015.5,758.55,1463.94,217.18,79.7,2655.83
B0343,Line C,4960,3177.3,959.87,448.31,261.83,248.2,143.66,1429.78,2572.45,80.7,41.89,273.02,50.28,4448.13,1215.32,2315.21,218.42,37.7,3917.63
B0344,Line A,981,732.54,193.27,70.88,123.51,31.94,49.64,329.64,517.96,12.76,19.76,35.13,17.37,932.63,280.2,466.17,28.11,17.79,822.4
B0345,Line A,653,254.46,82.61,65.43,55.36,30.0,31.11,114.51,221.39,11.78,8.86,33.0,10.89,400.43,97.33,199.26,26.4,7.97,353.63
B0346,Line A,2024,1033.45,358.46,166.99,113.61,79.57,149.87,465.05,960.67,30.06,18.18,87.53,52.45,1613.94,395.29,864.61,70.02,16.36,1428.79
B0347,Line A,2620,1755.47,492.45,246.79,306.75,90.7,198.6,789.96,1319.77,44.42,49.08,99.77,69.51,2372.51,671.47,1187.79,79.82,44.17,2097.18
B0348,Line B,2843,1227.08,488.0,211.17,217.46,55.77,122.29,552.19,1307.84,38.01,34.79,61.35,42.8,2036.98,469.36,1177.06,49.08,31.31,1807.62
B0349,Line A,1740,995.34,176.13,171.42,161.03,57.76,86.14,447.9,472.03,30.86,25.76,63.54,30.15,1070.24,380.72,424.83,50.83,23.19,940.58
B0350,Line C,560,360.21,113.47,59.34,32.96,12.48,41.31,162.09,304.1,10.68,5.27,13.73,14.46,510.34,137.78,273.69,10.98,4.75,452.34
B0351,Line C,1438,857.61,223.57,74.37,95.18,80.16,98.36,385.92,599.17,13.39,15.23,88.18,34.43,1136.31,328.04,539.25,70.54,13.71,999.36
B0352,Line A,2139,909.52,255.71,228.09,177.06,57.26,43.25,409.28,685.3,41.06,28.33,62.99,15.14,1242.1,347.89,616.77,50.39,25.5,1096.75
B0353,Line C,4620,2273.75,644.64,384.49,276.62,266.17,181.12,1023.19,1727.64,69.21,44.26,292.79,63.39,3220.47,869.71,1554.87,234.23,39.83,2831.24
B0354,Line A,4726,3135.78,402.94,508.39,709.8,173.22,214.12,1411.1,1079.88,91.51,113.57,190.54,74.94,2961.54,1199.44,971.89,152.43,102.21,2592.42
B0355,Line A,4069,2326.21,398.36,303.16,206.16,169.18,137.46,1046.79,1067.6,54.57,32.99,186.1,48.11,2436.16,889.78,960.84,148.88,29.69,2131.87
B0356,Line C,1752,616.86,327.93,123.21,180.85,65.08,56.02,277.59,878.85,22.18,28.94,71.59,19.61,1298.75,235.95,790.97,57.27,26.04,1152.02
B0357,Line A,4703,3077.63,376.25,532.4,298.91,77.45,104.72,1384.93,1008.35,95.83,47.83,85.2,36.65,2658.79,1177.19,907.52,68.16,43.04,2328.39
B0358,Line C,671,244.33,92.81,40.32,56.26,19.32,39.32,109.95,248.73,7.26,9.0,21.25,13.76,409.95,93.46,223.86,17.0,8.1,363.44
B0359,Line B,1958,1269.36,299.87,210.56,297.35,29.29,70.0,571.21,803.65,37.9,47.58,32.22,24.5,1517.06,485.53,723.29,25.78,42.82,1339.82
B0360,Line A,4049,1745.09,354.89,318.74,274.47,166.61,93.7,785.29,951.11,57.37,43.92,183.27,32.8,2053.75,667.5,855.99,146.62,39.52,1799.8
B0361,Line B,4697,3443.98,1015.64,381.06,733.87,151.92,159.03,1549.79,2721.92,68.59,117.42,167.11,55.66,4680.49,1317.32,2449.72,133.69,105.68,4130.66
B0362,Line C,2822,1403.03,315.1,182.52,204.98,137.99,192.22,631.36,844.47,32.85,32.8,151.79,67.28,1760.55,536.66,760.02,121.43,29.52,1547.76
B0363,Line B,2136,1026.93,261.85,183.36,281.04,44.91,151.85,462.12,701.76,33.0,44.97,49.4,53.15,1344.4,392.8,631.58,39.52,40.47,1190.52
B0364,Line B,3615,1480.54,443.03,238.65,398.14,65.9,177.08,666.24,1187.32,42.96,63.7,72.49,61.98,2094.69,566.31,1068.59,57.99,57.33,1855.16
B0365,Line C,4590,2167.59,515.27,198.02,676.07,139.15,206.39,975.42,1380.92,35.64,108.17,153.07,72.24,2725.46,829.1,1242.83,122.45,97.35,2399.61
B0366,Line B,3504,2455.11,281.04,216.41,388.73,197.38,275.66,1104.8,753.19,38.95,62.2,217.12,96.48,2272.74,939.08,677.87,173.69,55.98,1982.05
B0367,Line B,829,620.53,150.97,33.58,90.2,37.74,26.56,279.24,404.6,6.04,14.43,41.51,9.3,755.12,237.35,364.14,33.21,12.99,663.03
B0368,Line C,4140,2058.92,891.58,489.63,296.01,128.12,136.3,926.51,2389.43,88.13,47.36,140.93,47.7,3640.08,787.54,2150.49,112.75,42.63,3229.24
B0369,Line B,4394,2326.38,489.5,515.24,300.05,157.58,164.83,1046.87,1311.86,92.74,48.01,173.34,57.69,2730.51,889.84,1180.67,138.67,43.21,2402.82
B0370,Line C,4607,2943.08,796.21,329.92,694.8,65.47,139.89,1324.39,2133.84,59.39,111.17,72.02,48.96,3749.76,1125.73,1920.46,57.61,100.05,3312.2
B0371,Line B,1841,1296.94,338.5,180.91,158.44,109.04,78.72,583.62,907.18,32.56,25.35,119.94,27.55,1696.21,496.08,816.46,95.96,22.82,1491.43
B0372,Line C,4163,2444.59,827.52,281.69,378.54,180.34,310.77,1100.07,2217.75,50.7,60.57,198.37,108.77,3736.23,935.06,1995.98,158.7,54.51,3303.72
B0373,Line C,715,362.23,99.51,66.99,95.51,17.35,40.7,163.0,266.69,12.06,15.28,19.09,14.24,490.36,138.55,240.02,15.27,13.75,433.89
B0374,Line B,838,431.61,102.58,87.52,73.13,32.93,37.47,194.22,274.91,15.75,11.7,36.22,13.11,545.93,165.09,247.42,28.98,10.53,480.88
B0375,Line B,4562,2866.06,572.72,528.01,705.86,70.59,347.01,1289.73,1534.89,95.04,112.94,77.65,121.45,3231.7,1096.27,1381.4,62.12,101.64,2857.92
B0376,Line B,3208,1126.93,576.69,231.03,420.8,187.0,73.49,507.12,1545.53,41.59,67.33,205.7,25.72,2392.98,431.05,1390.98,164.56,60.6,2114.5
B0377,Line A,3652,2183.3,709.76,374.93,422.6,68.44,119.12,982.49,1902.16,67.49,67.62,75.28,41.69,3136.72,835.11,1711.94,60.23,60.85,2777.31
B0378,Line A,2250,1107.44,237.21,137.87,330.52,95.4,121.39,498.35,635.72,24.82,52.88,104.94,42.49,1359.2,423.6,572.15,83.95,47.59,1194.6
B0379,Line A,2921,1950.29,385.37,348.26,161.99,65.06,166.3,877.63,1032.79,62.69,25.92,71.57,58.2,2128.8,745.99,929.51,57.25,23.33,1876.97
B0380,Line C,1209,468.12,249.38,50.85,94.64,55.47,27.05,210.65,668.34,9.15,15.14,61.02,9.47,973.77,179.06,601.5,48.81,13.63,861.62
B0381,Line B,4226,2473.4,815.35,373.08,427.48,206.4,186.71,1113.03,2185.14,67.15,68.4,227.04,65.35,3726.11,946.08,1966.62,181.63,61.56,3288.39
B0382,Line C,4142,2246.58,902.46,384.21,310.52,180.89,244.17,1010.96,2418.59,69.16,49.68,198.98,85.46,3832.83,859.32,2176.73,159.18,44.71,3394.56
B0383,Line A,4493,2726.94,833.88,427.03,592.31,182.98,278.05,1227.12,2234.8,76.87,94.77,201.28,97.32,3932.15,1043.05,2011.32,161.02,85.29,3474.87
B0384,Line B,988,371.43,133.43,49.04,149.3,53.97,57.59,167.14,357.59,8.83,23.89,59.37,20.16,636.97,142.07,321.83,47.49,21.5,561.88
B0385,Line C,546,317.77,88.83,62.83,52.75,7.61,21.42,143.0,238.06,11.31,8.44,8.37,7.5,416.68,121.55,214.26,6.7,7.6,368.92
B0386,Line B,3859,2217.36,665.84,210.29,338.18,102.44,98.83,997.81,1784.45,37.85,54.11,112.68,34.59,3021.5,848.14,1606.01,90.15,48.7,2665.44
B0387,Line C,900,516.84,81.89,80.84,140.19,20.17,41.06,232.58,219.47,14.55,22.43,22.19,14.37,525.58,197.69,197.52,17.75,20.19,462.07
B0388,Line B,4490,2655.36,701.47,259.59,444.21,266.71,124.49,1194.91,1879.94,46.73,71.07,293.38,43.57,3529.6,1015.68,1691.95,234.7,63.97,3096.6
B0389,Line A,3657,2269.49,655.72,236.16,379.58,107.77,281.07,1021.27,1757.33,42.51,60.73,118.55,98.37,3098.76,868.08,1581.6,94.84,54.66,2740.06
B0390,Line A,4845,3255.82,501.09,405.61,429.66,225.93,235.03,1465.12,1342.92,73.01,68.75,248.52,82.26,3280.58,1245.35,1208.63,198.82,61.87,2869.94
B0391,Line B,890,407.56,168.47,65.3,133.54,39.37,34.74,183.4,451.5,11.75,21.37,43.31,12.16,723.49,155.89,406.35,34.65,19.23,640.03
B0392,Line C,4353,2960.13,704.0,229.92,490.08,89.69,287.2,1332.06,1886.72,41.39,78.41,98.66,100.52,3537.76,1132.25,1698.05,78.93,70.57,3121.71
B0393,Line A,4930,2708.06,1051.62,264.62,659.83,108.21,245.89,1218.63,2818.34,47.63,105.57,119.03,86.06,4395.27,1035.83,2536.51,95.22,95.02,3896.27
B0394,Line A,1128,429.57,96.94,82.85,157.13,27.14,43.54,193.31,259.8,14.91,25.14,29.85,15.24,538.25,164.31,233.82,23.88,22.63,474.79
B0395,Line A,4732,1767.03,554.33,475.96,414.54,144.59,325.17,795.16,1485.6,85.67,66.33,159.05,113.81,2705.63,675.89,1337.04,127.24,59.69,2399.34
B0396,Line B,3430,1659.07,563.27,383.6,335.13,74.49,247.06,746.58,1509.56,69.05,53.62,81.94,86.47,2547.22,634.59,1358.61,65.55,48.26,2262.53
B0397,Line B,2021,1341.86,245.59,94.44,289.67,22.2,122.03,603.84,658.18,17.0,46.35,24.42,42.71,1392.5,513.26,592.36,19.54,41.71,1226.58
B0398,Line C,1326,839.45,238.71,94.74,119.28,71.56,30.26,377.75,639.74,17.05,19.08,78.72,10.59,1142.94,321.09,575.77,62.97,17.18,1004.65
B0399,Line C,2000,1330.89,372.52,96.04,274.67,116.56,107.96,598.9,998.35,17.29,43.95,128.22,37.79,1824.49,509.07,898.52,102.57,39.55,1604.79
B0400,Line C,3794,2112.91,357.97,156.8,582.41,102.74,249.64,950.81,959.36,28.22,93.19,113.01,87.37,2231.97,808.19,863.42,90.41,83.87,1961.48
B0401,Line B,2919,1535.63,443.51,271.28,346.06,78.6,82.29,691.03,1188.61,48.83,55.37,86.46,28.8,2099.1,587.38,1069.75,69.17,49.83,1853.76
B0402,Line B,1434,586.48,216.88,126.47,188.68,14.85,48.35,263.92,581.24,22.76,30.19,16.34,16.92,931.37,224.33,523.11,13.07,27.17,827.36
B0403,Line C,3542,1704.68,466.48,187.87,490.78,155.89,258.39,767.11,1250.17,33.82,78.52,171.48,90.44,2391.53,652.04,1125.15,137.18,70.67,2109.3
B0404,Line C,4997,2616.47,1052.42,293.35,714.34,256.21,105.97,1177.41,2820.49,52.8,114.29,281.83,37.09,4483.92,1000.8,2538.44,225.46,102.86,3957.45
B0405,Line B,1966,757.78,385.04,82.37,183.73,34.07,128.11,341.0,1031.91,14.83,29.4,37.48,44.84,1499.45,289.85,928.72,29.98,26.46,1334.68
B0406,Line C,4061,1779.71,721.27,433.7,225.95,73.03,196.66,800.87,1933.0,78.07,36.15,80.33,68.83,2997.26,680.74,1739.7,64.27,32.54,2664.15
B0407,Line A,1114,656.47,200.53,131.42,104.95,55.15,52.14,295.41,537.42,23.66,16.79,60.67,18.25,952.19,251.1,483.68,48.53,15.11,840.33
B0408,Line B,1682,1083.65,243.28,85.51,208.76,68.65,34.36,487.64,651.99,15.39,33.4,75.52,12.03,1275.97,414.5,586.79,60.41,30.06,1119.18
B0409,Line C,3723,2789.79,777.88,217.86,370.58,45.58,257.5,1255.41,2084.72,39.21,59.29,50.14,90.12,3578.89,1067.09,1876.25,40.11,53.36,3166.14
B0410,Line B,3167,2290.52,561.33,346.7,419.27,130.25,131.71,1030.73,1504.36,62.41,67.08,143.28,46.1,2853.96,876.12,1353.93,114.62,60.37,2513.55
B0411,Line A,630,382.43,114.7,71.89,56.24,16.03,33.04,172.09,307.4,12.94,9.0,17.63,11.56,530.63,146.28,276.66,14.11,8.1,469.65
B0412,Line B,3483,1805.93,698.82,256.24,417.34,99.04,211.2,812.67,1872.84,46.12,66.77,108.94,73.92,2981.27,690.77,1685.55,87.16,60.1,2643.62
B0413,Line B,4778,2888.16,565.57,210.47,336.88,231.67,296.99,1299.67,1515.73,37.88,53.9,254.84,103.95,3265.97,1104.72,1364.15,203.87,48.51,2863.08
B0414,Line B,4959,3294.07,957.04,213.99,656.72,250.66,383.62,1482.33,2564.87,38.52,105.08,275.73,134.27,4600.79,1259.98,2308.38,220.58,94.57,4056.3
B0415,Line B,538,213.77,57.75,46.22,59.19,16.15,27.91,96.2,154.77,8.32,9.47,17.76,9.77,296.29,81.77,139.29,14.21,8.52,261.88
B0416,Line A,4459,2291.76,572.3,318.51,323.04,255.76,196.12,1031.29,1533.76,57.33,51.69,281.34,68.64,3024.05,876.6,1380.39,225.07,46.52,2654.55
B0417,Line B,4087,2803.36,518.99,172.85,335.58,123.93,315.61,1261.51,1390.89,31.11,53.69,136.32,110.46,2984.0,1072.29,1251.8,109.06,48.32,2623.04
B0418,Line B,1420,715.02,308.13,123.06,187.93,69.0,83.11,321.76,825.79,22.15,30.07,75.9,29.09,1304.76,273.5,743.21,60.72,27.06,1155.73
B0419,Line C,3269,1891.93,653.52,133.72,336.99,111.78,123.86,851.37,1751.43,24.07,53.92,122.96,43.35,2847.1,723.66,1576.29,98.37,48.53,2514.27
B0420,Line B,4611,2697.93,821.51,474.89,340.12,253.04,127.21,1214.07,2201.65,85.48,54.42,278.34,44.52,3878.48,1031.96,1981.48,222.68,48.98,3415.1
B0421,Line C,992,420.4,180.33,64.0,155.15,54.94,69.99,189.18,483.28,11.52,24.82,60.43,24.5,793.74,160.8,434.96,48.35,22.34,702.47
B0422,Line A,1631,807.17,258.82,70.49,209.85,23.44,68.06,363.23,693.64,12.69,33.58,25.78,23.82,1152.73,308.74,624.27,20.63,30.22,1020.37
B0423,Line A,4021,1945.38,854.84,350.1,624.4,228.49,239.76,875.42,2290.97,63.02,99.9,251.34,83.92,3664.57,744.11,2061.87,201.07,89.91,3243.9
B0424,Line A,810,291.99,121.08,58.17,78.56,41.53,39.08,131.4,324.49,10.47,12.57,45.68,13.68,538.29,111.69,292.04,36.55,11.31,475.74
B0425,Line A,1238,445.28,164.99,145.97,126.6,61.36,39.54,200.38,442.17,26.27,20.26,67.5,13.84,770.41,170.32,397.96,54.0,18.23,680.62
B0426,Line C,3741,2553.9,384.67,312.51,556.57,74.99,209.87,1149.26,1030.92,56.25,89.05,82.49,73.45,2481.42,976.87,927.82,65.99,80.15,2180.53
B0427,Line B,1045,479.89,198.62,64.81,112.6,52.52,24.7,215.95,532.3,11.67,18.02,57.77,8.64,844.35,183.56,479.07,46.22,16.21,745.37
B0428,Line A,2961,1649.96,541.34,286.49,378.42,155.47,132.65,742.48,1450.79,51.57,60.55,171.02,46.43,2522.83,631.11,1305.71,136.81,54.49,2226.12
B0429,Line B,4846,2275.15,648.44,299.09,376.72,118.52,255.85,1023.82,1737.82,53.84,60.28,130.37,89.55,3095.67,870.24,1564.04,104.3,54.25,2736.22
B0430,Line C,2304,1673.33,192.45,258.83,228.42,132.74,106.36,753.0,515.77,46.59,36.55,146.01,37.23,1535.14,640.05,464.19,116.81,32.89,1337.76
B0431,Line C,3712,1684.2,732.97,259.76,236.01,46.37,240.98,757.89,1964.36,46.76,37.76,51.01,84.34,2942.12,644.21,1767.92,40.81,33.99,2618.03
B0432,Line C,4310,2249.23,351.69,361.99,313.16,75.41,300.3,1012.15,942.53,65.16,50.11,82.95,105.1,2258.0,860.33,848.28,66.36,45.1,1990.33
B0433,Line A,1313,917.91,234.39,57.83,65.79,48.42,87.02,413.06,628.17,10.41,10.53,53.26,30.46,1145.88,351.1,565.35,42.61,9.47,1009.4
B0434,Line B,4624,3175.64,998.03,342.59,251.17,179.36,103.25,1429.04,2674.72,61.67,40.19,197.3,36.14,4439.05,1214.68,2407.25,157.84,36.17,3913.75
B0435,Line B,2532,1074.68,357.7,269.88,398.79,107.0,80.13,483.61,958.64,48.58,63.81,117.7,28.05,1700.37,411.07,862.77,94.16,57.43,1502.06
B0436,Line B,4913,3296.9,554.66,513.17,376.63,53.3,256.44,1483.6,1486.49,92.37,60.26,58.63,89.75,3271.11,1261.06,1337.84,46.9,54.23,2882.15
B0437,Line C,744,396.76,132.94,43.11,91.49,43.17,56.61,178.54,356.28,7.76,14.64,47.49,19.81,624.52,151.76,320.65,37.99,13.17,551.14
B0438,Line A,771,418.8,149.88,44.78,109.71,9.43,54.05,188.46,401.68,8.06,17.55,10.37,18.92,645.04,160.19,361.51,8.3,15.8,572.78
B0439,Line C,4011,1618.01,627.72,422.7,443.51,68.8,282.98,728.1,1682.29,76.09,70.96,75.68,99.04,2732.16,618.89,1514.06,60.54,63.87,2432.49
B0440,Line C,2271,868.07,489.14,259.87,151.81,24.3,86.74,390.63,1310.9,46.78,24.29,26.73,30.36,1829.68,332.04,1179.81,21.38,21.86,1632.23
B0441,Line B,1762,1129.75,153.71,83.92,229.22,67.56,80.64,508.39,411.94,15.11,36.68,74.32,28.22,1074.65,432.13,370.75,59.45,33.01,938.67
B0442,Line C,2924,1604.06,440.56,222.24,339.26,165.54,141.06,721.83,1180.7,40.0,54.28,182.09,49.37,2228.28,613.55,1062.63,145.68,48.85,1960.08
B0443,Line B,4861,2550.76,877.82,325.67,634.06,210.47,143.12,1147.84,2352.56,58.62,101.45,231.52,50.09,3942.08,975.67,2117.3,185.21,91.3,3478.19
B0444,Line A,1420,911.36,285.09,155.71,191.23,72.61,31.05,410.11,764.04,28.03,30.6,79.87,10.87,1323.52,348.6,687.64,63.9,27.54,1166.58
B0445,Line B,3930,2578.89,413.03,183.46,618.17,41.91,301.88,1160.5,1106.92,33.02,98.91,46.1,105.66,2551.11,986.43,996.23,36.88,89.02,2247.24
B0446,Line A,4935,2040.93,947.52,280.75,558.11,183.09,169.97,918.42,2539.35,50.54,89.3,201.4,59.49,3858.49,780.66,2285.42,161.12,80.37,3417.6
B0447,Line B,4984,2960.94,784.38,499.38,436.5,164.36,171.43,1332.42,2102.14,89.89,69.84,180.8,60.0,3835.09,1132.56,1891.92,144.64,62.86,3381.87
B0448,Line C,3124,1262.54,423.36,137.78,379.04,109.18,78.11,568.14,1134.6,24.8,60.65,120.1,27.34,1935.63,482.92,1021.14,96.08,54.58,1706.86
B0449,Line C,4260,2771.34,419.35,338.26,245.07,57.98,322.53,1247.1,1123.86,60.89,39.21,63.78,112.89,2647.72,1060.04,1011.47,51.02,35.29,2331.6
B0450,Line A,2550,1562.59,512.91,192.19,379.22,112.77,139.7,703.17,1374.6,34.59,60.68,124.05,48.9,2345.98,597.69,1237.14,99.24,54.61,2072.17
B0451,Line A,4000,2930.58,408.07,267.01,252.53,140.64,240.09,1318.76,1093.63,48.06,40.4,154.7,84.03,2739.59,1120.95,984.26,123.76,36.36,2397.42
B0452,Line A,1665,628.68,205.41,119.16,143.29,80.35,124.37,282.91,550.5,21.45,22.93,88.38,43.53,1009.69,240.47,495.45,70.71,20.63,892.24
B0453,Line B,875,326.22,105.53,72.1,122.27,29.98,35.65,146.8,282.82,12.98,19.56,32.98,12.48,507.62,124.78,254.54,26.38,17.61,448.77
B0454,Line B,2533,1172.46,511.66,134.02,293.08,44.25,145.12,527.61,1371.25,24.12,46.89,48.68,50.79,2069.34,448.47,1234.12,38.94,42.2,1838.64
B0455,Line A,645,293.27,112.35,55.31,60.18,27.36,14.4,131.97,301.1,9.96,9.63,30.1,5.04,487.79,112.18,270.99,24.08,8.67,430.92
B0456,Line C,4888,2193.69,936.23,510.48,498.96,91.01,152.54,987.16,2509.1,91.89,79.83,100.11,53.39,3821.48,839.09,2258.19,80.09,71.85,3394.5
B0457,Line B,931,663.34,107.13,93.86,134.06,49.92,65.05,298.5,287.11,16.89,21.45,54.91,22.77,701.64,253.73,258.4,43.93,19.3,615.02
B0458,Line B,1204,541.58,201.65,62.98,105.23,48.95,79.47,243.71,540.42,11.34,16.84,53.85,27.81,893.97,207.15,486.38,43.08,15.15,790.91
B0459,Line B,3132,1436.9,501.26,162.68,456.21,55.94,128.53,646.6,1343.38,29.28,72.99,61.53,44.99,2198.78,549.61,1209.04,49.23,65.69,1947.84
B0460,Line A,4994,3264.87,981.8,306.9,298.12,290.24,212.79,1469.19,2631.22,55.24,47.7,319.26,74.48,4597.1,1248.81,2368.1,255.41,42.93,4044.97
B0461,Line A,1463,775.24,302.62,100.78,198.16,52.55,76.1,348.86,811.02,18.14,31.71,57.8,26.64,1294.17,296.53,729.92,46.24,28.54,1146.01
B0462,Line A,2734,1806.31,223.37,198.7,391.59,37.31,54.72,812.84,598.63,35.77,62.65,41.04,19.15,1570.08,690.91,538.77,32.83,56.39,1373.82
B0463,Line A,2541,955.79,443.06,239.81,177.87,105.05,87.6,430.11,1187.4,43.17,28.46,115.56,30.66,1835.35,365.59,1068.66,92.44,25.61,1626.13
B0464,Line A,2328,1268.83,203.13,103.68,226.6,52.75,75.65,570.97,544.39,18.66,36.26,58.03,26.48,1254.78,485.33,489.95,46.42,32.63,1099.47
B0465,Line C,2608,947.87,409.04,111.55,177.88,130.88,91.36,426.54,1096.23,20.08,28.46,143.97,31.98,1747.25,362.56,986.6,115.17,25.61,1542.0
B0466,Line C,4568,1713.28,549.39,325.94,583.45,232.47,312.24,770.98,1472.37,58.67,93.35,255.72,109.28,2760.36,655.33,1325.13,204.57,84.02,2437.0
B0467,Line A,1438,1024.68,176.8,137.72,156.58,84.77,52.89,461.11,473.82,24.79,25.05,93.25,18.51,1096.53,391.94,426.44,74.6,22.55,958.83
B0468,Line B,1306,529.84,169.01,72.45,156.57,45.83,41.13,238.43,452.95,13.04,25.05,50.41,14.4,794.28,202.66,407.65,40.33,22.55,700.63
B0469,Line A,1963,1105.11,327.78,179.26,140.58,64.28,98.65,497.3,878.45,32.27,22.49,70.71,34.53,1535.74,422.7,790.61,56.57,20.24,1356.92
B0470,Line C,3915,2014.03,496.29,237.98,286.94,186.64,281.64,906.31,1330.06,42.84,45.91,205.3,98.57,2629.0,770.37,1197.05,164.24,41.32,2314.39
B0471,Line C,510,249.36,93.11,56.55,27.83,8.48,17.59,112.21,249.53,10.18,4.45,9.33,6.16,391.86,95.38,224.58,7.46,4.01,347.77
B0472,Line B,2368,1681.12,323.55,264.4,202.29,88.43,58.52,756.5,867.11,47.59,32.37,97.27,20.48,1821.33,643.03,780.4,77.82,29.13,1598.45
B0473,Line C,1384,496.48,123.96,88.28,154.42,51.64,57.28,223.42,332.21,15.89,24.71,56.8,20.05,673.08,189.9,298.99,45.44,22.24,592.51
